,_id,crawl_time,nick_name,gender,province,city,brief_introduction,birthday,vip_level,tweets_num,follows_num,fans_num
484,1688851700,1583820134,明天绘本馆,男,北京,昌平区,明天绘本馆yuwenwei.taobao.com,天秤座,6级,828,1574,5540
485,2651262981,1583820149,绿色青浦,女,上海,青浦区,青浦，上海历史文明的发祥之地，生态宜居的湖滨城市，长三角经济圈的枢纽门户。这里是上海市青浦区人民政府新闻办公室官方微博，欢迎围观。,0001-00-00,未开通,31965,529,91486
486,2006322503,1583820138,黄小维JOJO,女,湖北,潜江,你是自己唯一的障碍。加油！,水瓶座,未开通,6319,1028,466
487,5579182023,1583820151,怎么可以吃啵啵,女,江西,抚州,手牵手一步两步三步四步望着天🌠,双鱼座,5级,41559,417,260
488,1372824803,1583820146,一把葱er,女,上海,null,重度声控，李健/梁博/边杰毛毛小阿天琮爷/p大/日剧迷,射手座,5级,7541,902,302
489,2784580274,1583820139,因为追太多星想改名的贤崽,女,重庆,null,赶紧绕道 早点睡觉,1998-02-01,4级,4850,311,322
490,5524664841,1583820142,潘丁丁1993,女,浙江,杭州,培养一朵小花，愿做一茬腐朽的草,1993-10-13,未开通,575,172,47
491,5312739740,1583820140,我只喜欢你Joey,女,其他,null,请一定要努力认真，六级必过，不过不改名！,null,未开通,3033,561,54
492,5890785906,1583820142,53周期,男,广东,广州,心态投资，追求确定【周期+波浪+情绪+指标+标的+空间+仓位+心态】,2020-01-03,未开通,6041,59,1773
493,1679688261,1583820134,cevey,女,其他,null,哈哈哈哈+截图狂魔+话唠( ’ jjj ‘ ),2013-10-06,未开通,7864,815,873
494,2001442797,1583820148,就是果冻,女,北京,海淀区,执拗的像个孩子，不，像个傻子~成天跟自己彪劲儿。。。,1985-04-02,未开通,3089,303,474
495,1602179807,1583820147,木头圣人2011,男,湖南,长沙,人，一定要靠自己。↖(^ω^)↗,01-01,未开通,161,251,276
496,7387834393,1583820152,对非洲的情,女,其他,null,希望全球男女平等，全世界一起努力拯救饱受割残害的非洲妇女及其他苦难妇女,1994-02-07,未开通,1010,165,5
497,2776903845,1583820139,撸卡厮,男,江苏,null,null,天秤座,4级,4911,948,505
498,1922575435,1583820137,开博救母,男,天津,南开区,上访难，鉴定难，诉讼难，难过“违法违规、官官相护”这一关。,01-01,未开通,45499,2878,2748
499,6086680035,1583820151,三杯往事,男,广西,崇左,关于往事，关于生活，关于不年少的轻狂。,0001-00-00,1级,501,654,1607
500,2637834561,1583820148,想破了头就为改个id的pxc,男,四川,成都,不慌不忙，为心之所向,01-01,1级,182,505,384
501,1170169210,1583820146,罗卜不胖,男,上海,黄浦区,粉红好恶心,null,1级,29043,546,19455
502,1800912451,1583820136,曾盼故人归_,女,广西,河池,日常追星 别关注啦,2000-11-30,1级,1564,516,331
503,1694590977,1583820134,一座玻璃城,女,北京,海淀区,这个世界上总有一个人值得我们用一生去追忆。,01-01,未开通,3401,456,241
504,2019778990,1583820137,善一堂中医师,女,广东,广州,中医师，硕士研究生，毕业于广州中医药大学，擅长内、妇、儿科。,null,1级,747,283,170
505,1242941544,1583820133,田舍郎,男,浙江,嘉兴,【挽起裤管进城， 卷起衣袖种“田”。】新浪微博社区专家委员会成员，全国法制好新闻获得者，嘉兴市记协新闻监督员，南湖晚报“一周热词”点评人。,1975-03-19,6级,33223,2762,71523
506,1598357013,1583820133,shiliu2895,女,安徽,铜陵,理想是什么，有一天发现自己的价值观改变了好多好多,0001-00-00,未开通,3636,590,1188
507,1728131450,1583820135,沐_小呆,女,广东,广州,百合控。偶尔会咸鱼下欅坂46，剑网三党，金榜题名。,巨蟹座,6级,7910,452,924
508,2183542485,1583820148,西安电视台官方微博,男,陕西,西安,西安广播电视台官方微博,1980-01-01,5级,81444,1774,321606
509,1969775387,1583820136,大通湖公安分局,男,湖南,益阳,奉献得民心,01-01,5级,4807,243,9289
510,6577966050,1583820152,长安号官微,女,陕西,null,西安广播电视台官方新媒体 长安号,金牛座,1级,27470,469,110270
511,2610148830,1583820138,梓淳NN,女,云南,昆明,❤.....❤我还在原地等你，你却已经忘记曾经来过这里。。。,1990-07-09,未开通,461,332,3590
512,5091726884,1583820141,蓉青清风,男,四川,成都,null,2013-12-27,未开通,22407,621,93639
513,3325841650,1583820150,二O二O年的日常一跪啦,女,海南,null,好孕 健康便万事足 你最重要,天蝎座,未开通,109,351,217
514,1867494824,1583820148,kkwitch,女,海外,null,世界是个空洞，越陷越深却一无所获。,0001-00-00,未开通,3933,607,2056
515,3502801212,1583820150,壹现场,男,北京,null,直击新闻第一现场，讲述背后惊心动魄,0001-00-00,未开通,4816,543,426458
516,1346648503,1583820133,双树子,女,四川,成都,热爱可抵岁月漫长，温柔可挡艰难时光，幸好我们来日方长～～～,0001-00-00,3级,2824,471,305
517,1568450860,1583820132,徐凤文,男,天津,null,作家|策展人｜民国故事会主讲人,1965-01-02,1级,51083,1821,236041
518,1750987934,1583820146,广州交通电台,男,广东,广州,FM106.1 及 AM1098,2001-12-01,6级,35348,769,978885
519,1884744121,1583820136,罗前飞模式全科中医生医疗教育,男,四川,成都,你有想过到办公室的顶楼看一夜的星星吗？,0001-00-00,未开通,7699,2386,1332
520,2893703447,1583820139,科技标杆猪哥,女,北京,null,知名数码博主,狮子座,4级,3547,853,31378
521,1784473157,1583820135,中国新闻网,男,北京,西城区,这里提供你不知道、想知道、不能不知道的新闻。,1999-01-01,6级,134875,1291,62283176
522,1700087532,1583820146,三湘都市报,男,湖南,长沙,三湘都市报 官方微博,0001-00-00,6级,100571,2208,4532804
523,5537283999,1583820141,阿克苏消防,男,消防救援支队官方微博,null,新疆阿克苏地区公安消防支队官方微博,1986-01-18,未开通,7648,294,3035
524,2550809142,1583820139,今日潮汕在线,男,广东,null,我是潮汕情报圈中人，我是知情者，只要你关注我，我愿意告诉你事实的真相。,1982-05-02,2级,34338,1996,141188
525,1830055592,1583820147,陕西都市热线,男,陕西,西安,陕西广播电视台《都市热线》栏目官方微博,2006-01-01,1级,65427,993,524042
526,1765373140,1583820148,福布斯中文网,男,上海,浦东新区,福布斯集团是全球著名的出版及媒体集团，成立于1917年。《福布斯》杂志是美国历史最悠久的商业杂志之一。《福布斯》中文版于2003年进入中国，已成为中国最有影响力的财经杂志之一。福布斯中文网http://www.forbeschina.com已于2010年5月推出。,0001-00-00,4级,45494,451,1428053
527,3645961760,1583820139,doodle天空,女,浙江,杭州,自然+乐观+简单+宽容+坚韧+积极+仁孝+真诚+灵犀+傻啻……ME,1984-05-24,4级,754,225,119
528,3818846748,1583820140,芜湖检察,男,安徽,芜湖,芜湖市人民检察院诚请广大网友监督支持芜湖检察工作。,null,4级,6674,1296,14178
529,3340118132,1583820150,上城普法,男,浙江,null,地址：杭州市上城区鲲鹏路366号2号楼七楼 联系电话：87822482 传真：87822468,0001-00-00,未开通,10690,303,906
530,6006589036,1583820143,股指信号,男,上海,宝山区,股指期货风向标,白羊座,4级,3054,322,22882
531,3949090376,1583820140,独山县法院,男,贵州,null,这里是独山县法院官方微博。努力让人民群众在每一个司法案件中感受到公平正义,2013-12-28,未开通,4571,659,1211
532,6189957343,1583820144,春山溪谷,女,北京,null,null,null,1级,8397,2690,228
533,1710177964,1583820134,Hester某睿_Myshiningstar,女,其他,null,"@山下智久_Yama-P 山Pを見て見て🙈💕💕Follow my dream, follow my shining star.✨✨✨ずっとYOLO49♡ ♡ ♡",白羊座,6级,33822,324,1151
534,6350694258,1583820144,阿韬3909,女,其他,null,null,null,未开通,2,2,5
535,6567386669,1583820155,KiwiHuang5601,女,其他,null,null,null,未开通,100,61,14
536,5464211625,1583820141,沙地51184,男,其他,null,null,null,未开通,1015,123,196
537,6099738376,1583820144,用户6099738376,男,其他,null,null,null,未开通,328,174,6
538,1934118823,1583820136,珂珂和瑶瑶,女,山东,null,null,null,未开通,138,330,181
539,6501959454,1583820144,用户6501959454,男,其他,null,null,null,未开通,493,232,11
540,6371917000,1583820144,用户6371917000,男,其他,null,null,null,未开通,65,26,1
541,1826373654,1583820136,GuanKunaYoRunning,男,上海,null,最怕不努力的自己，配不上自己的野心，也辜负了所受的苦难。找到生命中真正的乐趣，面朝大海，春暖花开。Viva la Vida,1990-06-22,未开通,13479,1513,383
542,5556600345,1583820150,芒辰安徽,男,安徽,null,芒辰安徽，提供安徽、合肥各类资讯，倾听民众声音，传播正能量！投稿请私信或@芒辰安徽 @雨落平凡 合作请加QQ1534236967,2015-03-14,4级,6484,1166,177735
543,7017545702,1583820145,用户7017545702,女,云南,null,null,null,未开通,384,145,4
544,6243948280,1583820152,人生若只如初见85925,女,甘肃,null,null,null,未开通,11,88,11
545,7190010413,1583820152,hailey_Robin,女,海外,null,null,2001-09-07,1级,10893,442,11
546,6076319400,1583820151,高大威猛喜羊羊,男,其他,null,null,null,未开通,267,171,42
547,6476713259,1583820145,脆皮老年人,女,浙江,杭州,null,null,未开通,219,134,13
548,1981876421,1583820137,不雨天呼呼,女,其他,null,null,null,未开通,2746,535,318
549,7338969822,1583820132,用户珍惜身边的每一个人,女,其他,null,null,null,未开通,175,15,1
550,5721827950,1583820142,哈哈哈哈为啥不让我注册,男,其他,null,null,null,未开通,464,135,38
551,5807150899,1583820142,站在高山上1221,男,江西,赣州,null,null,未开通,225,54,44
552,7342579336,1583820146,象象775,男,广西,null,null,1983-11-25,未开通,292,199,74
553,1768850407,1583820135,在天看看,男,上海,null,null,0001-00-00,未开通,5963,2043,358
554,6398146271,1583820151,乌昂子惜音,男,上海,杨浦区,null,null,未开通,14,63,17
555,6834697761,1583820145,尊尊奇羊,男,其他,null,null,1980-11-11,未开通,5867,18,250
556,2288064900,1583820137,华声在线,男,湖南,null,华声在线，是湖南最大、最权威的新闻门户。我们关注湖南人，我们观察天下事。曝料、投诉请私信或@华声在线！,0001-00-00,未开通,37652,382,150805
557,1806544934,1583820147,三国志微博,男,浙江,嘉兴,成功是最好的报复。,01-01,1级,38137,1269,4884
558,2029079072,1583820148,医影客,男,广东,广州,红魔死忠，骑行爱好者，爱旅游摄影，读万卷书行万里路是我的梦想，希望自己活在当下，脚踏实地，为实现梦想创造条件！Just do it！,狮子座,未开通,2929,664,460
559,5229752744,1583820140,天下之心,男,香港,null,天下之事为大，个人得失宜小！敢怼港毒日精台盲，也反云联惠之类害人的传销。  2018云联惠传销己被公安摧毁！2019云联惠传销头目终都被法院判刑！,1973-11-26,6级,8484,531,11049
560,7312047164,1583820153,猪猪炸号暂用,男,北京,null,null,2000-09-28,未开通,300,11,5
561,1798058983,1583820147,80030岁创烦凡没救MJR007羊肉脏,男,北京,西城区,士为知己者死不忘初得始终听说读写译符史忐忑羊脏铁鸡人信学重口味bossとら狮处摩X昴日星body纯爷zoom in&amp,狮子座,未开通,89072,4514,1854
562,6433096715,1583820152,新闻早发声,女,海外,美国,null,水瓶座,6级,3338,120,66414
563,7054621429,1583820146,目己岳,男,江苏,徐州,null,1984-03-15,未开通,274,510,39
564,5374113544,1583820141,我是花椒与糖,女,北京,朝阳区,null,null,1级,6,371,1222
565,2611483601,1583820138,南铁南昌工务段,男,江西,南昌,南昌工务段主要承担着管内昌福线、昌九城际、京九部分线路等线桥设备的养护维修工作。,1987-09-17,1级,50031,1024,106039
566,5848692302,1583820143,我的太阳先生围脖,女,河北,null,null,1979-10-26,未开通,405,54,14
567,5612067403,1583820142,东风行201505,男,湖北,武汉,null,1990-02-09,未开通,3863,329,61
568,2645654357,1583820139,黑龙江共青团,女,黑龙江,哈尔滨,最新鲜、最热门的资讯前线；有温度、有力度的倾情代言；懂趋势、接地气的掌上助手；超炫酷、贼靠谱的青春伙伴！,null,4级,31721,869,1206100
569,2828931754,1583820139,heartylaughter,男,上海,黄浦区,null,0001-00-00,未开通,314,409,60
570,2129452154,1583820137,三峡日报,男,湖北,宜昌,三峡日报（原宜昌日报）创刊于1949年8月9日，为中共宜昌市委机关报。2008年经省委宣传部、省新闻出版局批准设立三峡日报传媒集团，为湖北市州报首家。,01-01,1级,126968,2066,1083156
571,5718909957,1583820151,会成为锦鲤的我,女,辽宁,null,无事呻吟,null,未开通,5594,652,185
572,6357541958,1583820145,活在初心,男,广东,null,自由职业者,null,未开通,55,116,34
573,1645773865,1583820135,深圳卫视,男,广东,深圳,2020年，深圳卫视将借助深圳建设中国特色社会主义先行示范区发展大势，率先推出“殿堂级节目”矩阵，与“新闻”、“知识”、“品效”、“前沿”、“融媒”五大系列，逐步实现智慧与中国文化深度融合，打造创新IP、构建全域知识、完成智慧付费……成为聚智慧、聚文明、大影响力的先锋卫视。,0001-00-00,5级,40342,72,3812928
574,1952225501,1583820136,Georgiaaaaaaa,女,其他,null,✈,2018-01-24,未开通,6211,586,555
575,2131593523,1583820138,羊城晚报金羊网,女,广东,广州,关注你的关注，关心你的关心，思你所未思，鸣你所未鸣，金羊网，打造最有“粤”味的新闻网站！www.ycwb.com,01-01,未开通,60395,1317,215180
576,3252606310,1583820149,小凹凸凸,男,浙江,null,null,1993-11-21,未开通,24,80,14
577,7378208799,1583820154,用户7378208799,女,河北,保定,null,1980-12-04,未开通,1,1,2
578,5884906868,1583820142,韩雪迷弟,男,其他,null,No no,2016-03-22,1级,176,274,152
579,2161120611,1583820138,海qq是猫控,女,广东,广州,null,1996-03-04,3级,1073,353,67
580,3627176300,1583820150,用户3627176300,男,其他,null,阿弥陀佛，天下太平,null,未开通,67,40,59
581,6306356811,1583820144,砂张脸不列,男,内蒙古,呼和浩特,null,1991-03-23,未开通,436,1113,11
582,5345954001,1583820141,璞斋中人,男,江苏,null,中国画爱好者,天蝎座,未开通,454,192,200
583,5696463630,1583820150,新闻资讯所,男,湖北,武汉,null,2016-08-09,5级,17101,26,94131
584,7097595132,1583820146,猫冬玩摄影,女,福建,null,摄影达人,1988-12-07,2级,106,99,3096
585,1633562114,1583820133,南方树,男,浙江,台州,人生应当有信仰，生活应当有梦想！所以与诗为伴，与文学为侣；因此要游走四方，广交朋友。著有《南方树》《亚热带》。,0000-02-23,未开通,13254,2010,2987
586,5710528753,1583820141,不开心也要笑20,女,江苏,苏州,null,1991-06-01,未开通,5732,405,82
587,6063727472,1583820143,氢拍,男,黑龙江,null,我甘愿做任何事，除了平凡。,1992-05-29,3级,3273,370,135
588,6902728845,1583820152,wzx无住心,男,河北,null,身体健康，心情平静。,射手座,4级,3992,2450,460
589,5665277585,1583820142,雾失楼台-月迷津渡,女,浙江,null,迷茫的人罢了,狮子座,未开通,67,32,51
590,3926097824,1583820149,獨醉白圖,女,其他,null,紅塵眾生顧，因果有定數,摩羯座,4级,11902,308,260
591,5092474123,1583820141,华媒头条,女,北京,null,见证新时代，记录新时代。,1988-01-01,3级,10774,7800,102903
592,5609524831,1583820150,vie-王木木,女,山东,济南,no—no—no,null,未开通,11204,205,107
593,2819220720,1583820150,人送外号-小李飞刀,女,广东,广州,null,0001-00-00,未开通,1664,172,129
594,1934010820,1583820136,聖柒-张开嘴吃到的偏偏不是糖,女,上海,浦东新区,你哥重度妈癌/美漫/DC/Marvel/音乐剧/韦恩老宅全员/速泡面杯面/红桶鸟儿/坐等神夏四/动漫美剧电影漫画游戏撸过/可拆可逆互攻强强无压力无节操党慎！,01-01,未开通,27695,1582,932
595,6984739677,1583820145,五芒矜持,男,辽宁,沈阳,一片冰心在玉壶,白羊座,1级,1040,175,359
596,5519532972,1583820151,杏林医者-,男,广东,茂名,雪,0001-00-00,未开通,2021,854,401
597,2396927245,1583820138,尼伯龙2017,女,北京,海淀区,祝各位好运,1997-09-30,1级,2243,291,272
598,1335661387,1583820146,中国药品监管,男,北京,null,这里是国家药品监督管理局官方平台，欢迎您的热情关注。国家药品监督管理局主要职责是负责药品、化妆品、医疗器械的注册并实施监督管理。,0001-00-00,未开通,5612,288,5571495
599,5611705664,1583820150,郭毓肸,女,四川,null,君之吾所系，卿之吾所忆。,1998-08-01,未开通,450,97,119
600,1426096872,1583820134,朱木林-hawk,男,四川,泸州,是狼就炼好牙，是羊就炼好腿。,null,未开通,25,38,32
601,7319242521,1583820145,老街旧巷的空巢人,男,四川,null,做一个有思想的人,1989-10-14,未开通,16,289,99
602,1752666877,1583820135,掏栗子,女,内蒙古,阿拉善盟,送你一颗栗子,1990-05-22,未开通,6147,544,350
603,2201926884,1583820148,热点新闻站,女,海外,其他,null,01-01,5级,7275,34,58366
604,6355770774,1583820144,BornWithWings,女,广东,null,「 灯火是你美丽那张脸🌙 」,1998-06-01,未开通,7665,302,121
605,6436989363,1583820144,___给你小心心,女,其他,null,唯热爱可抵岁月漫长！！！,摩羯座,未开通,539,68,4
606,1890754595,1583820137,彭皮冻,男,海外,加拿大,微博推特哪来干啥？,1995-08-24,未开通,11069,803,1001
607,6214967730,1583820144,咖喱油条啊,男,其他,null,自由不是随心所欲，而是自我主宰,双鱼座,未开通,587,158,110
608,2303640021,1583820138,小鱼爱遨游,女,其他,null,曾经的医务人员，为了自由走了一条不一样的路,null,未开通,9,48,22
609,1773315294,1583820136,何呵呵olifer,女,陕西,西安,没关系，是音乐吖～～,2017-02-18,未开通,2819,782,377
610,1669745330,1583820147,米爷儿AAAA,女,香港,其他,Life only once.,1987-12-01,2级,224,527,1914
611,1752586567,1583820135,逗比与小葩,女,广东,null,我还爱你呢,1994-01-06,未开通,1802,537,564
612,5790049200,1583820142,养1限定,女,其他,null,在遨游宇宙/讲废话的日常号,双鱼座,1级,303,180,2624
613,6499155937,1583820152,玛蹄莲梦露,男,四川,null,墙头很多   逼话不少  本命两个 莫来打扰,天蝎座,2级,2791,343,21
614,3764101753,1583820141,文娱观察,男,其他,null,null,摩羯座,5级,1666,558,1052398
615,5226275418,1583820150,资讯微播报,女,海外,null,欢迎私信投稿😊,1992-06-05,6级,5499,241,387274
616,6614661591,1583820145,作茧孤独_mikecool,女,重庆,忠县,夜场寂寞、浅唱沫落,1970-04-24,未开通,99,436,14
617,1592258465,1583820134,转不代表认同,男,其他,null,想说的见昵称。,0001-00-00,未开通,5082,1756,107
618,3241154177,1583820139,苍南电视台,男,浙江,null,null,0001-00-00,未开通,7053,891,40536
619,1634265861,1583820133,青木QC,男,山东,潍坊,心有猛虎 细嗅蔷薇,1986-09-12,5级,3299,1672,503
620,6028708819,1583820143,bB玲子,男,海南,其他,你总是累的时候想家孤单的时候想他.,1987-11-07,未开通,76,285,6
621,5792355857,1583820143,Desirerate,男,山东,null,你没有如期归来，这正是离别的意义,1996-09-19,未开通,21,12,11
622,2630355880,1583820139,本家2号,女,浙江,null,白色的未来有光明的明天在等待,0001-00-00,未开通,972,740,255
623,1995983477,1583814523,赤橙的橙,女,湖北,武汉,太阳照常升起,01-01,6级,2869,324,2811
624,3464386244,1583814535,夏之绿影ing,男,湖南,长沙,春风大雅能容物，秋水文章不染尘。,null,未开通,633,428,148
625,3928584570,1583814529,取昵称有点费脑,女,广东,null,你好啊！,1993-04-24,未开通,22,120,6
626,1240544884,1583814534,Hi闲庭看花,女,北京,朝阳区,我一直想做一个优秀的策划，还想过一个吃喝玩乐的人生,null,未开通,3288,670,12892
627,6073205739,1583814538,阿卜教授,男,上海,null,关注我吧，我好来个百万粉丝抽奖,1984-12-31,5级,3947,297,548724
628,1853103647,1583814523,小李飞刀再出发,男,广东,广州,网络球迷联盟,1974-04-21,6级,141719,2824,2148
629,6013354245,1583814537,上蔡生活,男,河南,驻马店,null,1996-09-17,6级,1073,215,21470
630,2203358561,1583814524,常德原创,女,湖南,常德,爱生活、爱家庭！,1976-12-23,未开通,1056,112,129
631,2146773284,1583814524,两件防弹衣_ARS,男,上海,null,因为醒着，所以折腾~~~~,01-01,未开通,5319,67,347
632,5671685985,1583814530,是心动的信号阿,男,江西,null,问就杨超越,水瓶座,4级,2725,735,110471
633,2037833277,1583814523,wzmddqmdqhjha,男,海外,null,是狼就要练好牙，是羊就要练好腿。,01-01,未开通,440,272,166
634,2011279437,1583814521,Hello职场,女,北京,东城区,做一个勇敢的人，职场小公主！,01-01,4级,8364,131,1024577
635,1764461091,1583814522,洋妞Carol8705,女,广东,深圳,去流浪,巨蟹座,未开通,18700,94,1958
636,2216540465,1583814524,金边赤,男,山西,太原,纵横四海,null,6级,3035,211,126006
637,5276970286,1583814535,达州辣妈,女,四川,达州,吃货的世界，还懂一点分享,1990-05-23,3级,539,50,10147
638,3227510515,1583814535,智慧生活阿水,男,山东,威海,理不辩不明。,1983-10-01,未开通,358,1626,241
639,7384667838,1583814539,河北日记,男,北京,null,坚持实事求是，就要坚持为了人民利益坚持真理、修正错误,双鱼座,1级,514,104,41553
640,2032416895,1583814534,Hello读城,女,北京,null,阅历清贫人生，品读百城百味！,null,7级,13803,197,573546
641,2509065064,1583814534,笑看人生风云静处世间百态,男,海南,三亚,平凡的人做平凡的事,01-01,未开通,9532,1450,292
642,1612660824,1583814521,津彩生活,男,香港,油尖旺区,null,01-01,6级,76972,2321,256649
643,5936974359,1583814536,自己的大青锞,女,四川,null,个人言行，不喜取关，勿代我站队，谢谢,1900-10-30,5级,27692,272,172
644,2994454575,1583814534,幼稚的白银海狸,女,湖北,鄂州,黑色的不是夜晚，是漫长的孤单，,0001-00-00,未开通,4149,805,261
645,40990135,1583814521,____________________venus,女,广东,null,微博独家认证绝缘体🙄,1980-10-10,6级,80319,10390,1009
646,6697363533,1583814531,阿四你好,男,四川,null,不死终会出头！！！,1979-01-18,3级,4728,962,100406
647,1750600297,1583814521,滚滚球球飞,女,湖北,武汉,写一首春天的诗，做一场夏天的梦～,1989-04-30,未开通,2716,522,161
648,2978464761,1583814529,泗洪广播电视台,男,江苏,宿迁,泗洪县广播电视台官方微博,0001-00-00,未开通,3959,391,2521
649,1212154602,1583814533,永远的李大小姐,女,陕西,西安,我失去了情绪，既不快乐，也不难过。,0001-00-00,未开通,3977,507,171
650,3286821773,1583814525,某颗vivi糖,女,重庆,null,🙉 🙈 🙊,1999-12-27,3级,1846,620,108016
651,5352834064,1583814535,巴比龙的龙,女,其他,null,家在花果山,射手座,4级,3809,730,102138
652,5120551209,1583814536,国家税务总局,男,北京,null,国家税务总局官方微博,1900-01-01,2级,11881,156,2290497
653,2233098351,1583814524,Designer-Alisa,女,北京,朝阳区,一个喜欢在时空中游荡的灵魂,天秤座,未开通,313,208,230
654,1989422625,1583814522,整形失败,男,江苏,南京,公益号，失败案例分析解答,1978-06-27,7级,3116,1865,87504
655,3757167087,1583814534,西安发布,男,陕西,西安,丝绸之路起点，千年古都西安，城市与山水相融合、经济社会发展与生态环境相协调、人与自然相和谐的美丽画卷。“西安发布”与您分享“美丽西安”好生活，为您提供各类信息。,2013-11-20,4级,64605,475,1364673
656,6594001617,1583814538,有钱的_颖儿,女,重庆,null,我不万能，我只是一个小粉丝,2001-02-16,2级,4002,519,10341
657,5878825233,1583814536,长沙快播,男,湖南,null,分享身边热点生活资讯.传递社会正能量.,null,6级,9863,395,769225
658,2270026090,1583814534,斌斌影像,男,云南,红河,摄影爱好者 邮箱：136660595@qq.com,白羊座,6级,423,197,18543
659,1739820482,1583814521,随玉而_安,男,广东,广州,命途交错，殊途同归！,处女座,6级,3216,398,1759
660,5253549570,1583814526,风语智者739,男,福建,null,共和国之前卫一秦时剑,2014-08-15,6级,69867,14910,42247
661,7143139610,1583814538,想要boomboom,女,上海,null,早被挂黑，莫挨老子。我喷的毒是你们给我按的头。,1994-10-24,3级,3681,265,37790
662,2038300991,1583814523,常德热门,男,湖南,常德,常德热门资讯,狮子座,1级,440,121,19865
663,6577966050,1583814538,长安号官微,女,陕西,null,西安广播电视台官方新媒体 长安号,金牛座,1级,27470,469,110270
664,2780297340,1583814525,医学界网站,男,上海,null,医学界，600万医者的精神家园！,0001-00-00,1级,16346,1675,2408790
665,2877501282,1583814525,快乐饮茶,女,四川,成都,有一分热 发一分光,1996-02-26,6级,12736,300,434
666,5784767629,1583814532,老海镇,男,山东,null,皮厚耐c丑想的美属性低还不认真打怪升级的细看还有点潇洒也就是俗称的不要脸的很能bb的  人  对是人,1998-03-02,1级,1900,863,326
667,2358844002,1583814524,雪梨shirrie,女,安徽,淮南,生活是属于每个人自己的感受，不属于任何别人的看法《活着》,1989-09-27,1级,49263,5876,628
668,2092147030,1583814533,六安市文化和旅游局发布,男,安徽,null,绿水青山 红色六安——欢迎您,null,未开通,4916,294,91911
669,1629898120,1583814523,庄里微,男,河北,null,情义庄里人，缤纷庄里事。,null,7级,126837,4066,1947271
670,6105713761,1583814530,红星新闻,女,四川,成都,红星新闻是成都传媒集团致力打造的一款聚焦热点新闻的主流新兴媒体，这里是真相与思想的交汇之地。 这里聚集了中国优秀的调查新闻记者，拥有真知灼见的评论员；国内国际有价值的新闻，红星新闻都会冲在第一线。,2017-01-09,6级,33764,576,3506437
671,1132148931,1583814522,云自清,男,重庆,null,识得，懂得，习得，学得，用得，五得而自得！,1982-12-17,未开通,693,2046,1018
672,6072764860,1583814537,盐城同城,男,北京,null,新浪微博盐城同城运营服务中心,1988-12-04,4级,13942,29,214485
673,1913229413,1583814523,包装范,男,上海,闵行区,Just Paper-让包装个性化，助力品牌升级。Just Box -创意包装，盒器生财！13501979518,双子座,未开通,7338,2755,1736
674,1928910035,1583814534,Jason开源,男,湖北,武汉,"苦海,泛起爱恨，在世间,难逃避命运。",01-01,未开通,2308,743,1522
675,2967529507,1583814525,津云,男,天津,null,津云，天津市移动新媒体总平台、总集成，一个有新闻理想、融合基因、生活服务、人工智能的媒体集群。,null,1级,105091,382,764258
676,5573088741,1583814531,泉网新闻,男,福建,泉州,优质博主、新开微博、关注民生、尊老惜弱、爱心满满！,1989-04-05,6级,71385,1197,470482
677,2951491644,1583814526,绿翔橙Fighting,女,广东,广州,余生很短，用自己喜欢的方式去体验不同的人生和最爱的人一直走下去，足矣！,射手座,未开通,2786,344,177
678,2638567844,1583814525,宝井家的卷毛福,男,海外,null,【Fake it till you make it. 】  墙头众多不定期刷屏。 理想的现实主义，克制的享乐主义。,0001-00-00,未开通,2355,190,232
679,5000011882,1583814535,王子强财经视点,男,香港,中西区,职业投资人。关注A股，港股，美股，内外盘期货，外汇市场等等。Q群：228552749。,null,6级,43094,577,7628
680,1108199013,1583814522,邦权2001,男,辽宁,null,null,null,未开通,4,390,54
681,3211540311,1583814529,不落虹光,女,新疆,null,null,null,未开通,29,48,1
682,5970471824,1583814537,仟知让,女,北京,null,null,null,1级,3,19,41
683,5483429044,1583814529,漂亮泡腾片,女,海外,null,null,null,未开通,101,216,34
684,5483751272,1583814536,田圈圈儿为什么不能改名字,女,河南,郑州,从不长情的人发觉挣扎了一年半还是没有从spn大坑里出来，于是决定躺在这个经常吃J2吃sd糖刀的坑里不出来了，一只初次试翻文的咸鱼👻,null,5级,3102,326,96
685,6608067976,1583814532,覅烎61941,男,其他,null,null,null,未开通,11384,139,3423
686,7274875438,1583814538,用户7274875438,女,重庆,null,null,null,未开通,615,418,12
687,7379313749,1583814532,西秦2020,男,其他,null,null,null,未开通,16,11,1
688,1806299165,1583814521,人人爱蚌埠,男,安徽,蚌埠,欢迎所有朋友都详细记录下自己每一次的败家小酌与疯狂嗨皮，同玩同乐，与大家共同分享自己的玩乐心得。QQ群：118146557,null,7级,10289,3010,212999
689,5886137911,1583814537,鱼似60741,女,其他,null,null,null,未开通,1276,172,48
690,5629373548,1583814530,盐城潮生活,男,江苏,盐城,盐城吃喝玩乐，衣食住行，关心身边的大事小事和八卦事。聚焦盐城@盐城潮生活。,巨蟹座,7级,8980,192,441125
691,5628998394,1583814538,夏日夜宵品鉴师,女,其他,null,null,null,未开通,91,173,48
692,5470118844,1583814529,安静的猫339,女,浙江,宁波,null,null,未开通,6,91,24
693,3759524120,1583814536,咫尺与爱德华cafe,男,广西,梧州,梧州市爱德华餐饮管理有限公司，梧州市龙山路3-3号嘉洋大厦15号铺，承接咖啡培训，披萨培训，辅助开店创业。电话：0774-6019168,2013-08-18,6级,1215,790,1960
